Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
6124,"Merit Network, Inc","Southfield, MI",2023-03-09T21:07:45.297501Z,3204.6724477286493,60.319,76046455.67082176,116828034.82634464,,128.193.154.254
